,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
2053,,134,Self,LMT,Lockheed Martin Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2054,,135,Self,LO,"Lorillard, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2055,,136,Self,MWE,"MarkWest Energy Partners, L.P. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2056,,137,Self,MAT,"Mattel, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2057,,138,Self,MRK,Merck & Co. Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2058,,139,Self,MSFT,Microsoft Corporation (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2059,,140,Self,MCHP,Microchip Technology Inc. (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2060,,141,Self,MURGY,M (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2061,,142,Self,NGG,National Grid plc (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2062,,143,Self,NSRGY,Nestl (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2063,,144,Self,NVS,Novartis AG (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2064,,145,Self,ORKLY,Orkla ASA (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2065,,146,Self,PPL,PPL Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2066,,147,Self,PSO,Pearson plc (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2067,,148,Self,PEP,"Pepsico, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2068,,149,Self,PM,"Philip Morris International, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2069,,150,Self,POT,"Potash Corp. of Saskatchewan, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2070,,151,Self,RGC,Regal Entertainment Group (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2071,,152,Self,RAI,Reynolds American Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2072,,153,Self,RHHBY,Roche Holding AG (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2073,,154,Self,RCI,Rogers Communications Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2074,,155,Self,RDS-A,Royal Dutch Shell plc (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2075,,156,Self,SSEZY,SSE plc (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2076,,157,Self,SNY,Sanofi (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2077,,158,Self,STRNY,SEVERN TRENT PLC (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2078,,159,Self,SJR,"Shaw Communications, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2079,,160,Self,STO,Statoil ASA (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2080,,161,Self,V,Visa Inc. (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2081,,162,Self,TE,"TECO Energy, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2082,,163,Self,NGLS,Targa Resources Partners LP (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2083,,164,Self,TLSYY,Telstra Corporation Limited (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2084,,165,Self,TEZNY,TERNA - Rete Elettrica Nazionale Societ (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2085,,166,Self,TOT,Total SA (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2086,,167,Self,UUGRY,United Utilities Group PLC (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2087,,168,Self,VZ,Verizon Communications Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2088,,169,Self,VCISY,VINCI S.A. (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2089,,170,Self,VIVHY,Vivendi Soci (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2090,,171,Self,VODPF,Vodafone Group Public Limited Company (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2091,,172,Self,MRWSY,Wm. Morrison Supermarkets plc (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2092,,173,Self,WM,"Waste Management, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2093,,174,Self,WBK,Westpac Banking Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2094,,175,Self,--,YARIY-Yara International ASA (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2095,,176,Self,DDAIF,Daimler AG (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2096,,177,Self,AXP,American Express Company (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2097,,178,Self,AAPL,Apple Inc. (NASDAQ),,01/08/2014,"$50,001 - $100,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2098,,179,Self,BRK-B,Berkshire Hathaway Inc. (NYSE),,01/08/2014,"$50,001 - $100,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2099,,180,Self,COH,"Coach, Inc. (NYSE)",,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2100,,181,Self,CTSH,Cognizant Technology Solutions Corporation (NASDAQ),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2101,,182,Self,CMI,Cummins Inc. (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2102,,183,Self,EMC,EMC Corporation (NYSE),,01/08/2014,"$50,001 - $100,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2103,,184,Self,GILD,Gilead Sciences Inc. (NASDAQ),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2104,,185,Self,ESRX,Express Scripts Holding Company (NASDAQ),,01/08/2014,"$50,001 - $100,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2105,,186,Self,GOOGL,Google Inc. (NASDAQ),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2106,,187,Self,MTB,M&T Bank Corporation (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2107,,188,Self,NOV,"National Oilwell Varco, Inc. (NYSE)",,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2108,,189,Self,PCLN,The Priceline Group Inc. (NASDAQ),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2109,,190,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,01/08/2014,"$50,001 - $100,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2110,,191,Self,SLB,Schlumberger Limited (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2111,,192,Self,SRCL,"Stericycle, Inc. (NASDAQ)",,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2112,,193,Self,VAR,"Varian Medical Systems, Inc. (NYSE)",,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2113,,194,Self,VRSK,"Verisk Analytics, Inc. (NASDAQ)",,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2114,,195,Self,AGCO,AGCO Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2115,,196,Self,AES,The AES Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2116,,197,Self,ABBV,AbbVie Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2117,,198,Self,A,Agilent Technologies Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2118,,199,Self,ALL,The Allstate Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2119,,200,Self,AGNC,American Capital Agency Corp. (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2120,,201,Self,AMH,American Homes 4 Rent (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2121,,202,Self,AMGN,Amgen Inc. (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2122,,203,Self,BBT,BB&T Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2123,,204,Self,BAC,Bank of America Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2124,,205,Self,BBBY,Bed Bath & Beyond Inc. (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2125,,206,Self,CBS,CBS Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2126,,207,Self,BRCD,"Brocade Communications Systems, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2127,,208,Self,CI,Cigna Corp. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2128,,209,Self,CVS,CVS Caremark Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2129,,210,Self,COF,Capital One Financial Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2130,,211,Self,CSCO,"Cisco Systems, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2131,,212,Self,C,Citigroup Inc. (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2132,,213,Self,CMCSA,Comcast Corporation (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2133,,214,Self,DFS,Discover Financial Services (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2134,,215,Self,DOV,Dover Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2135,,216,Self,EOG,"EOG Resources, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2136,,217,Self,EQR,Equity Residential (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2137,,218,Self,ESRX,Express Scripts Holding Company (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2138,,219,Self,FE,FirstEnergy Corp. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2139,,220,Self,XOM,Exxon Mobil Corporation (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2140,,221,Self,FITB,Fifth Third Bancorp (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2141,,222,Self,GPN,Global Payments Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2142,,223,Self,GCI,"Gannett Co., Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2143,,224,Self,GS,"The Goldman Sachs Group, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2144,,225,Self,HON,Honeywell International Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2145,,226,Self,IACI,IAC/InterActiveCorp (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2146,,227,Self,JPM,JPMorgan Chase & Co. (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2147,,228,Self,JNJ,Johnson & Johnson (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2148,,229,Self,OMC,Omnicom Group Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2149,,230,Self,LSI,LSI Corporation (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2150,,231,Self,M,"Macy's, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2151,,232,Self,MRO,Marathon Oil Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2152,,233,Self,Y,Alleghany Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2153,,234,Self,ATVI,"Activision Blizzard, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2154,,235,Self,AES,The AES Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2155,,236,Self,AVGO,Avago Technologies Limited (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2156,,237,Self,TYC,Tyco International Ltd. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2157,,238,Self,TYC,Tyco International Ltd. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2158,,239,Self,ACE,ACE Limited (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2159,,240,Self,VR,"Validus Holdings, Ltd. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2160,,241,Self,LBTYK,Liberty Global plc (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2161,,242,Self,COV,Covidien plc (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2162,,243,Self,AXS,AXIS Capital Holdings Limited (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2163,,244,Self,WDC,Western Digital Corporation (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2164,,245,Self,WFC,Wells Fargo & Company (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2165,,246,Self,VLO,Valero Energy Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2166,,247,Self,UNH,UnitedHealth Group Incorporated (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2167,,248,Self,TSN,"Tyson Foods, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2168,,249,Self,TRV,"The Travelers Companies, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2169,,250,Self,TWC,Time Warner Cable Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2170,,251,Self,TWX,Time Warner Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2171,,252,Self,STT,State Street Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2172,,253,Self,SIX,Six Flags Entertainment Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2173,,254,Self,SIEGY,Siemens Aktiengesellschaft (OTC Markets),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2174,,255,Self,SLB,Schlumberger Limited (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2175,,256,Self,SNY,Sanofi (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2176,,257,Self,RKT,Rock-Tenn Company (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2177,,258,Self,QCOM,QUALCOMM Incorporated (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2178,,259,Self,DGX,Quest Diagnostics Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2179,,260,Self,PFE,Pfizer Inc. (NYSE),,01/08/2014,"$15,001 - $50,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2180,,261,Self,PH,Parker-Hannifin Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2181,,262,Self,ONNN,ON Semiconductor Corp. (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2182,,263,Self,CW,Curtiss-Wright Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2183,,264,Self,OXY,Occidental Petroleum Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2184,,265,Self,NSC,Norfolk Southern Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2185,,266,Self,NTAP,"NetApp, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2186,,267,Self,MET,"MetLife, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2187,,268,Self,MSFT,Microsoft Corporation (NASDAQ),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2188,,269,Self,MCK,McKesson Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2189,,270,Self,ADS,Alliance Data Systems Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2190,,271,Self,LNT,Alliant Energy Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2191,,272,Self,ALL,The Allstate Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2192,,273,Self,AEE,Ameren Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2193,,274,Self,AAT,"American Assets Trust, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2194,,275,Self,AEP,"American Electric Power Co., Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2195,,276,Self,ADI,"Analog Devices, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2196,,277,Self,ARW,"Arrow Electronics, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2197,,278,Self,AVT,"Avnet, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2198,,279,Self,BBT,BB&T Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2199,,280,Self,--,Bre Properties Incorporated,,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2200,,281,Self,BLL,Ball Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2201,,282,Self,BXP,Boston Properties Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2202,,283,Self,BSX,Boston Scientific Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2203,,284,Self,BRCD,"Brocade Communications Systems, Inc. (NASDAQ)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2204,,285,Self,BC,Brunswick Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2205,,286,Self,CBS,CBS Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2206,,287,Self,CI,Cigna Corp. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2207,,288,Self,CAM,Cameron International Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2208,,289,Self,CAH,"Cardinal Health, Inc. (NYSE)",,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2209,,290,Self,CFN,CareFusion Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2210,,291,Self,CSL,Carlisle Companies Incorporated (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2211,,292,Self,CCE,Coca-Cola Enterprises Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2212,,293,Self,CMA,Comerica Incorporated (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2213,,294,Self,STZ,Constellation Brands Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2214,,295,Self,CCK,Crown Holdings Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2215,,296,Self,CUB,Cubic Corporation (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2216,,297,Self,OMC,Omnicom Group Inc. (NYSE),,01/08/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2217,,298,Self,GPN,Global Payments Inc. (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2218,,299,Self,AGNC,American Capital Agency Corp. (NASDAQ),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2219,,300,Self,BAC,Bank of America Corporation (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Purchase,--
2220,,301,Self,AXS,AXIS Capital Holdings Limited (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2221,,302,Self,UNH,UnitedHealth Group Incorporated (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2222,,303,Self,OCR,Omnicare Inc. (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
2223,,304,Self,LEA,Lear Corp. (NYSE),,01/10/2014,"$1,001 - $15,000",,The Honorable Robert P Corker Jr. (Former Senator),Sale (Full),--
