,Unnamed: 0,#,Owner,Ticker,Asset Name,Transaction Type,Transaction Date,Amount,Comments,Senator Name,Type,Comment
1251,,1,Self,--,American Funds New Economy Fund,Purchase,10/19/2015,"$1,001 - $15,000",,"Cornyn, John",,
1252,,2,Spouse,--,American Funds Ameriacn Mutual A,Purchase,02/10/2015,"$15,001 - $50,000",,"Cornyn, John",,
1253,,3,Spouse,--,American Funds American Mutual A,Purchase,04/17/2015,"$15,001 - $50,000",,"Cornyn, John",,
1254,,4,Spouse,--,American Funds American Mutual A,Purchase,08/19/2015,"$15,001 - $50,000",,"Cornyn, John",,
1255,,5,Spouse,--,American Funds Fundamental Investors,Purchase,02/10/2015,"$15,001 - $50,000",,"Cornyn, John",,
1256,,6,Spouse,--,American Funds Fundamental Investors,Purchase,04/17/2015,"$15,001 - $50,000",,"Cornyn, John",,
1257,,7,Spouse,--,American Funds Fundamental Investors,Purchase,08/19/2015,"$15,001 - $50,000",,"Cornyn, John",,
1258,,8,Spouse,--,American Funds Investment Company,Purchase,02/10/2015,"$15,001 - $50,000",,"Cornyn, John",,
1259,,9,Spouse,--,American Funds Investment Company,Purchase,04/17/2015,"$15,001 - $50,000",,"Cornyn, John",,
1260,,10,Spouse,--,American Funds Investment Company,Purchase,08/19/2015,"$15,001 - $50,000",,"Cornyn, John",,
1261,,11,Spouse,--,American Funds Capital Income Builder,Purchase,02/10/2015,"$15,001 - $50,000",,"Cornyn, John",,
1262,,12,Spouse,--,American Funds Capital Income Builder,Purchase,04/17/2015,"$15,001 - $50,000",,"Cornyn, John",,
1263,,13,Spouse,--,American Funds Capital Income Builder,Purchase,08/19/2015,"$15,001 - $50,000",,"Cornyn, John",,
1264,,1,Self,FCX,Freeport-McMoRan Inc. (NYSE),,01/06/2015,"$50,001 - $100,000",,"Hoeven, John",Sale (Full),--
1265,,2,Self,COH,"Coach, Inc. (NYSE)",,01/06/2015,"$50,001 - $100,000",,"Hoeven, John",Sale (Full),--
1266,,3,Self,NOG,"Northern Oil and Gas, Inc. (AMEX)",,01/16/2015,"$15,001 - $50,000",,"Hoeven, John",Purchase,--
1267,,4,Self,NOG,"Northern Oil and Gas, Inc. (AMEX)",,01/16/2015,"$15,001 - $50,000",,"Hoeven, John",Purchase,--
1268,,5,Self,ABBV,AbbVie Inc. (NYSE),,02/25/2015,"$100,001 - $250,000",,"Hoeven, John",Purchase,--
1269,,6,Self,CAT,Caterpillar Inc. (NYSE),,03/03/2015,"$100,001 - $250,000",,"Hoeven, John",Purchase,--
1270,,7,Self,PRPFX,Permanent Portfolio (NASDAQ),,03/18/2015,"$15,001 - $50,000",,"Hoeven, John",Sale (Full),--
1271,,8,Self,MDU,MDU Resources Group Inc. (NYSE),,03/20/2015,"$100,001 - $250,000",,"Hoeven, John",Purchase,--
1272,,9,Self,KHC,The Kraft Heinz Company (NASDAQ),,07/06/2015,"$250,001 - $500,000",,"Hoeven, John",Exchange,Recived cash and shares of KHC in exchange for shares of KRFT.
1273,,10,Self,KRFT,"Kraft Foods Group, Inc. (NASDAQ)",,07/06/2015,"$250,001 - $500,000",,"Hoeven, John",Exchange,"Merger of KRFT and KHC, results in receiving cash and shares of KHC."
1274,,11,Self,JCI,Johnson Controls Inc. (NYSE),,08/13/2015,"$100,001 - $250,000",,"Hoeven, John",Purchase,--
1275,,12,Self,RL,Ralph Lauren Corporation (NYSE),,08/13/2015,"$50,001 - $100,000",,"Hoeven, John",Purchase,--
1276,,13,Self,TAP,Molson Coors Brewing Company (NYSE),,08/13/2015,"$100,001 - $250,000",,"Hoeven, John",Purchase,--
1277,,14,Self,--,ETP,,11/13/2015,"$50,001 - $100,000",,"Hoeven, John",Sale (Full),ENERGY TRANSFER PARTNERS PUBLICLY TRADED PARTNERSHIP
1278,,15,Self,--,CG,,11/13/2015,"$50,001 - $100,000",,"Hoeven, John",Sale (Full),CARLYLE GROUP LTD PUBLICLY TRADED PARTNERSHIP
1279,,16,Self,--,LGCY,,11/13/2015,"$1,001 - $15,000",,"Hoeven, John",Sale (Full),LEGACY RESERVES LTD PUBLICLY TRADED PARTNERSHIP
1280,,17,Self,--,VNR,,11/13/2015,"$15,001 - $50,000",,"Hoeven, John",Sale (Full),VANGUARD NATURAL RESOURCES PUBLICLY TRADED PARTNERSHIP
1281,,18,Self,--,LINE,,11/13/2015,"$1,001 - $15,000",,"Hoeven, John",Sale (Full),LINN ENERGY LLC PUBLICLY TRADED PARTNERSHIP
1282,,19,Self,--,PFE - Pfizer Inc. (NYSE),,11/25/2015,"$100,001 - $250,000",,"Hoeven, John",Sale (Full),--
1283,,20,Self,--,KMI - Kinder Morgan Inc (NYSE),,11/30/2015,"$15,001 - $50,000",,"Hoeven, John",Sale (Full),--
1284,,21,Self,--,"NOG - Northern Oil & Gas, Inc. (AMEX)",,12/02/2015,"$15,001 - $50,000",,"Hoeven, John",Sale (Full),--
1285,,22,Self,--,"ADP - Automatic Data Processing, Inc. (NASDAQ)",,12/07/2015,"$100,001 - $250,000",,"Hoeven, John",Sale (Full),--
1286,,23,Self,--,CMI - Cummins Inc. (NYSE),,12/07/2015,"$50,001 - $100,000",,"Hoeven, John",Sale (Full),--
1287,,24,Self,--,MCD - McDonald's Corp (NYSE),,12/29/2015,"$100,001 - $250,000",,"Hoeven, John",Sale (Full),--
1288,,1,Self,WASAX,Ivy Asset Strategy A,Sale (Full),12/07/2015,"$50,001 - $100,000",,"Hoeven, John",,
1289,,2,Self,HFMDX,Hennessy Cornerstone Mid Cap 30 Inv,Purchase,07/15/2014,"$50,001 - $100,000",,"Hoeven, John",,
1290,,1,Self,MDLOX,BlackRock Global Allocation Inv A,Purchase,12/15/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1291,,2,Child,--,CollegeInvest Fund Conservative Age option: Conservative Growth,Purchase,01/02/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1292,,3,Child,--,CollegeInvest Moderate Age option: Moderate Growth,Purchase,01/02/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1293,,4,Child,--,CollegeInvest Moderate Age option: Moderate Growth exchanged for Conservative Growth,Exchange,08/05/2015,"$100,001 - $250,000",,"Bennet, Michael",,
1294,,5,Child,--,CollegeInvest Conservative Age option: Conservative Growth exchanged for Income Portfolio,Exchange,08/05/2015,"$100,001 - $250,000",,"Bennet, Michael",,
1295,,6,Child,--,CollegeInvest Conservative Age option: Income Portfolio,Purchase,01/02/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1296,,7,Child,--,CollegeInvest Moderate Age option: Conservative Growth,Purchase,01/02/2015,"$100,001 - $250,000",,"Bennet, Michael",,
1297,,8,Child,--,CollegeInvest Conservative Age option: Income Portfolio,Purchase,01/02/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1298,,9,Child,--,CollegeInvest Moderate Age option: Conservative Growth,Purchase,01/02/2015,"$1,001 - $15,000",,"Bennet, Michael",,
1299,,10,Child,--,CollegeInvest Moderate Age option: Conservative Growth exchanged for Income Portfolio,Exchange,09/08/2015,"$100,001 - $250,000",,"Bennet, Michael",,
1300,,11,Self,EAERX,Eaton Vance Stock A,Purchase,12/15/2015,"$100,001 - $250,000",,"Bennet, Michael",,
1301,,12,Self,EAERX,Eaton Vance Stock A,Purchase,05/21/2015,"$15,001 - $50,000",,"Bennet, Michael",,
1302,,13,Self,--,"CP Block A Member, LLC",Purchase,04/27/2015,"$250,001 - $500,000",,"Bennet, Michael",,
1303,,14,Self,--,"Harbor Spring Capital Partners, LP",Purchase,05/27/2015,"$500,001 - $1,000,000",,"Bennet, Michael",,
1304,,15,Self,VINIX,Vanguard Institutional Index I,Sale (Full),09/24/2015,"$15,001 - $50,000",,"Bennet, Michael",,
1305,,16,Self,--,Blackrock Equity Index Non-Lendable Fund Class M,Purchase,09/24/2015,"$15,001 - $50,000",,"Bennet, Michael",,
1306,,1,Joint,--,Aggressive Managed Allocation Ages 12-14 - Jordan,Sale (Full),06/08/2015,"$15,001 - $50,000",,"Lankford, James",,
1307,,2,Joint,--,Aggressive Managed Allocation Age 18+,Sale (Full),06/08/2015,"$15,001 - $50,000",,"Lankford, James",,
1308,,1,Child,--,MN College Savings Plan - Managed Allocation Option Ages 18+ (Investment Option 2294),Sale (Full),07/06/2015,"$15,001 - $50,000",Liquidation of assets in MN College Savings Plan (funds previously reported on 2014 Annual Report),"Klobuchar, Amy",,
1309,,2,Spouse,QCBMRX,CREF Bond Market Account - R1,Sale (Full),04/24/2015,"$15,001 - $50,000",Transfer of funds from CREF Bond Market R1 to CREF Bond Market R3,"Klobuchar, Amy",,
1310,,3,Spouse,QCBMIX,CREF Bond Market Account - R3,Purchase,04/24/2015,"$15,001 - $50,000",Transfer of funds from CREF Bond Market R1 to CREF Bond Market R3,"Klobuchar, Amy",,
1311,,4,Spouse,--,Vanguard(R) Small Cap Growth Index Inst. (Spouse - 457(b) Plan),Sale (Full),02/18/2015,"$50,001 - $100,000",Shares replaced with ones from Vanguard(R) Small-Cap Index Fund-Institutional,"Klobuchar, Amy",,
1312,,5,Spouse,--,Vanguard(R) Small-Cap Index Fund-Institutional shares (Spouse - 457(b) Plan),Purchase,02/18/2015,"$50,001 - $100,000",Substitution for Vanguard(R) Small Cap Growth Index Inst. shares,"Klobuchar, Amy",,
1313,,6,Spouse,--,Vanguard(R) Small Cap Growth Index Inst. (Spouse - 401(k) Plan),Sale (Full),02/19/2015,"$100,001 - $250,000",Shares replaced with ones from Vanguard(R) Small-Cap Index Fund-Institutional,"Klobuchar, Amy",,
1314,,7,Spouse,--,Vanguard (R) Small-Cap Index Fund-Institutional Shares (Spouse - 401(k) Plan),Purchase,02/19/2015,"$100,001 - $250,000",Substitution for Vanguard(R) Small Cap Growth Index Inst. shares,"Klobuchar, Amy",,
1315,,1,Self,--,"Connor Street Associates, LLC  Company: Connor Street Associates, LLC  Description: Land Investors",,03/16/2015,"$50,001 - $100,000",,The Honorable Orrin G Hatch (Former Senator),Purchase,--
1316,,1,Self,EWC,iShares MSCI Canada,Sale (Full),01/15/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1317,,2,Self,EWW,iShares MSCI Mexico Capped,Sale (Full),01/15/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1318,,3,Self,OAKLX,Oakmark Select I,Purchase,01/15/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1319,,4,Self,BPTIX,Baron Partners Instl,Purchase,01/15/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1320,,5,Self,BSIIX,BlackRock Strategic Income Opps Instl,Sale (Partial),08/07/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1321,,6,Self,PDVYX,Putnam Diversified Income Y,Sale (Partial),08/07/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1322,,7,Self,GSZIX,Goldman Sachs Strategic Income Instl,Sale (Partial),08/07/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1323,,8,Self,KYN,Kayne Anderson MLP Investment Company,Purchase,08/07/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1324,,9,Self,GARIX,Gotham Absolute Return Institutional,Sale (Full),08/25/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1325,,10,Self,OAKLX,Oakmark Select I,Sale (Partial),08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1326,,11,Self,PVSYX,Putnam Capital Spectrum Y,Sale (Partial),08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1327,,12,Self,BPTIX,Baron Partners Instl,Sale (Partial),08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1328,,13,Self,IWM,iShares Russell 2000,Sale (Full),08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1329,,14,Self,OAKIX,Oakmark International I,Sale (Partial),08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1330,,15,Self,SPY,SPDR S&P 500 ETF,Sale (Partial),08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1331,,16,Self,VEU,Vanguard FTSE All-World ex-US ETF,Sale (Full),08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1332,,17,Self,QQQ,PowerShares QQQ ETF,Sale (Partial),08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1333,,18,Self,MDY,SPDR S&P MidCap 400 ETF,Sale (Partial),08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1334,,19,Self,VB,Vanguard Small-Cap ETF,Purchase,08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1335,,20,Self,VSS,Vanguard FTSE All-World ex-US Sm-Cp ETF,Purchase,08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1336,,21,Self,VHT,Vanguard Health Care ETF,Purchase,08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1337,,22,Self,PRWCX,T. Rowe Price Capital Appreciation,Purchase,08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1338,,23,Self,KYN,Kayne Anderson MLP Investment Company,Purchase,08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1339,,24,Self,BSIIX,BlackRock Strategic Income Opps Instl,Purchase,08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1340,,25,Self,VEA,Vanguard FTSE Developed Markets ETF,Purchase,08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1341,,26,Self,DBLTX,DoubleLine Total Return Bond I,Purchase,08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1342,,27,Self,PDVYX,Putnam Diversified Income Y,Purchase,08/27/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1343,,28,Self,NLSIX,Neuberger Berman Long Short Instl,Purchase,08/27/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1344,,29,Self,GSZIX,Goldman Sachs Strategic Income Instl,Purchase,08/28/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1345,,30,Self,KYN,Kayne Anderson MLP Investment Company,Sale (Partial),11/12/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1346,,31,Self,PDVYX,Putnam Diversified Income Y,Sale (Full),11/19/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1347,,32,Self,KYN,Kayne Anderson MLP Investment Company,Sale (Full),11/19/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1348,,33,Self,AMLP,Alerian MLP ETF,Purchase,11/19/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1349,,34,Self,GSZIX,Goldman Sachs Strategic Income Instl,Sale (Full),11/20/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1350,,35,Self,VEA,Vanguard FTSE Developed Markets ETF,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1351,,36,Self,BPTIX,Baron Partners Instl,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1352,,37,Self,--,BPLEX - Boston Partners Long/Short Equity Inv,Sale (Full),12/02/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1353,,38,Self,NLSIX,Neuberger Berman Long Short Instl,Sale (Full),12/02/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1354,,39,Self,VHT,Vanguard Health Care ETF,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1355,,40,Self,VSS,Vanguard FTSE All-World ex-US Sm-Cp ETF,Sale (Full),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1356,,41,Self,SPY,SPDR S&P 500 ETF,Sale (Full),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1357,,42,Self,MDY,SPDR S&P MidCap 400 ETF,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1358,,43,Self,VB,Vanguard Small-Cap ETF,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1359,,44,Self,QQQ,PowerShares QQQ ETF,Sale (Partial),12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1360,,45,Self,AMLP,Alerian MLP ETF,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1361,,46,Self,OAKIX,Oakmark International I,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1362,,47,Self,OAKBX,Oakmark Equity & Income I,Purchase,12/02/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1363,,48,Self,CAMYX,Cambiar International Equity Instl,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1364,,49,Self,WAIGX,Wasatch International Growth Investor,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1365,,50,Self,OAKLX,Oakmark Select I,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1366,,51,Self,POGRX,PRIMECAP Odyssey Growth,Purchase,12/02/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1367,,52,Self,DBLTX,DoubleLine Total Return Bond I,Purchase,12/02/2015,"$15,001 - $50,000",,The Honorable Orrin G Hatch (Former Senator),,
1368,,53,Self,HEDJ,WisdomTree Europe Hedged Equity ETF,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1369,,54,Self,DXJ,WisdomTree Japan Hedged Equity ETF,Purchase,12/02/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1370,,55,Self,VEA,Vanguard FTSE Developed Markets ETF,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1371,,56,Self,BSIIX,BlackRock Strategic Income Opps Instl,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1372,,57,Self,DBLTX,DoubleLine Total Return Bond I,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1373,,58,Self,POGRX,PRIMECAP Odyssey Growth,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1374,,59,Self,QQQ,PowerShares QQQ ETF,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1375,,60,Self,SPY,SPDR S&P 500 ETF,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1376,,61,Self,OAKBX,Oakmark Equity & Income I,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1377,,62,Self,PRWCX,T. Rowe Price Capital Appreciation,Sale (Partial),12/04/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1378,,63,Self,PRWCX,T. Rowe Price Capital Appreciation,Purchase,12/15/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1379,,64,Self,OAKBX,Oakmark Equity & Income I,Purchase,12/18/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1380,,65,Self,CIBCX,American Funds Capital Income Bldr C,Purchase,04/10/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1381,,66,Self,CIBFX,American Funds Capital Income Bldr F1,Sale (Partial),04/10/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1382,,67,Self,MFEGX,MFS Growth A,Purchase,12/17/2015,"$1,001 - $15,000",,The Honorable Orrin G Hatch (Former Senator),,
1383,,1,Self,AMCFX,American Funds AMCAP F2,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $4,455.99.","Crapo, Michael D.",,
1384,,2,Self,NFFFX,American Funds New World F2,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $3,163.01.","Crapo, Michael D.",,
1385,,3,Self,SAGYX,ClearBridge Aggressive Growth I,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $2,860.93.","Crapo, Michael D.",,
1386,,4,Self,LDLFX,Lord Abbett Short Duration Income F,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $3,067.99.","Crapo, Michael D.",,
1387,,5,Self,PSMIX,Principal Global Multi-Strategy Instl,Purchase,05/29/2015,"$15,001 - $50,000","Purchase price: $18,407.99.","Crapo, Michael D.",,
1388,,6,Self,PFORX,PIMCO Foreign Bond (USD-Hedged) I,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $6,135.99.","Crapo, Michael D.",,
1389,,7,Self,PISIX,PIMCO StocksPLUS Intl (USD-Hedged) Inst,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $6,135.99.","Crapo, Michael D.",,
1390,,8,Self,FDSWX,SunAmerica Focused Dividend Strategy W,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $1,344.01.","Crapo, Michael D.",,
1391,,9,Self,TOLIX,Deutsche Global Infrastructure Instl,Sale (Full),05/29/2015,"$1,001 - $15,000","Sale price: $10,297.39.","Crapo, Michael D.",,
1392,,10,Self,BSIIX,BlackRock Strategic Income Opps Instl,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $6,001.42.","Crapo, Michael D.",,
1393,,11,Self,IMLPX,MainGate MLP I,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $1,088.05.","Crapo, Michael D.",,
1394,,12,Self,OOSYX,Oppenheimer Senior Floating Rate Y,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $1,398.19.","Crapo, Michael D.",,
1395,,13,Self,PONPX,PIMCO Income P,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price, $7,588.17.","Crapo, Michael D.",,
1396,,14,Self,VIMNX,Virtus Dynamic Trend I,Sale (Full),05/29/2015,"$1,001 - $15,000","Sale price: $7,451.00.","Crapo, Michael D.",,
1397,,15,Spouse,PSMIX,Principal Global Multi-Strategy Instl,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $3,310.00.","Crapo, Michael D.",,
1398,,16,Spouse,PISIX,PIMCO StocksPLUS Intl (USD-Hedged) Inst,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $1,103.00.","Crapo, Michael D.",,
1399,,17,Spouse,TOLIX,Deutsche Global Infrastructure Instl,Sale (Full),05/29/2015,"$1,001 - $15,000","Sale price: $1,850.83.","Crapo, Michael D.",,
1400,,18,Spouse,BSIIX,BlackRock Strategic Income Opps Instl,Sale (Full),05/29/2015,"$1,001 - $15,000","Sale price: $1,078.31.","Crapo, Michael D.",,
1401,,19,Spouse,PONPX,PIMCO Income P,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $1,363.76.","Crapo, Michael D.",,
1402,,20,Spouse,PXTIX,PIMCO RAE Fundamental PLUS Inst,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $1,126.04.","Crapo, Michael D.",,
1403,,21,Spouse,VIMNX,Virtus Dynamic Trend I,Sale (Full),05/29/2015,"$1,001 - $15,000","Sale price: $1,304.59.","Crapo, Michael D.",,
1404,,22,Spouse,PSMIX,Principal Global Multi-Strategy Instl,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $3,310.00.","Crapo, Michael D.",,
1405,,23,Spouse,PFORX,PIMCO Foreign Bond (USD-Hedged) I,Purchase,05/29/2015,"$1,001 - $15,000","Purchase price: $1,103.00.","Crapo, Michael D.",,
1406,,24,Spouse,PISIX,PIMCO StocksPLUS Intl (USD-Hedged) Inst,Sale (Partial),05/29/2015,"$1,001 - $15,000","Sale price: $1,103.00.","Crapo, Michael D.",,
1407,,25,Self,--,GSZIX - Goldman Sachs Strategic Income Instl,Sale (Full),06/01/2015,"$1,001 - $15,000","Sale price: $7,238.42.","Crapo, Michael D.",,
1408,,26,Spouse,GSZIX,Goldman Sachs Strategic Income Instl,Sale (Full),06/01/2015,"$1,001 - $15,000","Sale price: $1,301.56.","Crapo, Michael D.",,
1409,,27,Self,APGYX,AB Large Cap Growth Advisor,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $11,628.26.","Crapo, Michael D.",,
1410,,28,Self,EGFIX,Edgewood Growth Instl,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $7,235.75.","Crapo, Michael D.",,
1411,,29,Self,JHAIX,JHancock Global Absolute Ret Strats I,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $11,334.71.","Crapo, Michael D.",,
1412,,30,Self,JVMIX,JHancock Disciplined Value Mid Cap I,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $8,701.25.","Crapo, Michael D.",,
1413,,31,Self,IMLPX,MainGate MLP I,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $1,711.08.","Crapo, Michael D.",,
1414,,32,Self,PONPX,PIMCO Income P,Purchase,11/16/2015,"$1,001 - $15,000","Purchase price: $2,365.99.","Crapo, Michael D.",,
1415,,33,Self,AMCFX,American Funds AMCAP F2,Sale (Full),11/16/2015,"$1,001 - $15,000","Sale price: $8,802.22.","Crapo, Michael D.",,
1416,,34,Self,BSIIX,BlackRock Strategic Income Opps Instl,Sale (Full),11/16/2015,"$1,001 - $15,000","Sale price: $4,561.03.","Crapo, Michael D.",,
1417,,35,Self,GSZIX,Goldman Sachs Strategic Income Instl,Sale (Full),11/16/2015,"$1,001 - $15,000","Ssale price: $3,075.85.","Crapo, Michael D.",,
1418,,36,Self,SAGYX,ClearBridge Aggressive Growth I,Sale (Full),11/16/2015,"$1,001 - $15,000","Sale price: $6,964.31.","Crapo, Michael D.",,
1419,,37,Self,LDLFX,Lord Abbett Short Duration Income F,Sale (Full),11/16/2015,"$1,001 - $15,000","Sale price: $3,048.79.","Crapo, Michael D.",,
